probe_id,lhs_holder,lhs_value_class,lhs_bytes,lhs_canon,rhs_holder,rhs_value_class,rhs_bytes,rhs_canon,output_bytes,output_canon
P0_23_0_2_16,dynamic null,null,null,null,"Map<String,dynamic>",seq_in_seq,"[[1, 2], [3, 4]]","c|c|[1, 1.0, 0],[1, 1.0, 1]|integer|as-sorted,c|[1, 1.0, 2],[1, 1.5, 1]|integer|as-sorted|integer|as-sorted","1[STR:1:1:61=>LIST:2[LIST:2[INT:64:0000000000000001,INT:64:0000000000000002],LIST:2[INT:64:0000000000000003,INT:64:0000000000000004]]]","c|c|c|[1, 1.0, 0],[1, 1.0, 1]|integer|as-sorted,c|[1, 1.0, 2],[1, 1.5, 1]|integer|as-sorted|integer|as-sorted|text|not-applicable"
P0_24_0_0_16,dynamic null,null,null,null,List<Object?>,mixed_depth,"[1, [2, {'k': (3, None, 't')}], True]","c|[1, 1.0, 0],c|[1, 1.0, 1],c|c|[1, 1.5, 1],null,t|74|1|1|1|integer|reordered|text|not-applicable|integer|reordered,true|integer|as-sorted","4[INT:64:0000000000000001,LIST:2[INT:64:0000000000000002,MAP:1[STR:1:1:6b=>INT:64:0000000000000003]],BOOL:true,NULL]","c|[1, 1.0, 0],c|[1, 1.0, 1],c|[1, 1.5, 1]|text|not-applicable|integer|reordered,null,true|integer|reordered"
P0_24_0_1_16,dynamic null,null,null,null,List<Object?>,seq_in_map,"{'outer': {'inner': [1, 2]}}","c|c|c|[1, 1.0, 0],[1, 1.0, 1]|integer|as-sorted|text|not-applicable|text|not-applicable","1[MAP:1[STR:5:5:6f75746572=>MAP:1[STR:5:5:696e6e6572=>LIST:2[INT:64:0000000000000001,INT:64:0000000000000002]]]]","c|c|c|c|[1, 1.0, 0],[1, 1.0, 1]|integer|as-sorted|text|not-applicable|text|not-applicable|integer|as-sorted"
P0_24_0_2_16,dynamic null,null,null,null,List<Object?>,seq_in_seq,"[[1, 2], [3, 4]]","c|c|[1, 1.0, 0],[1, 1.0, 1]|integer|as-sorted,c|[1, 1.0, 2],[1, 1.5, 1]|integer|as-sorted|integer|as-sorted","2[LIST:2[INT:64:0000000000000001,INT:64:0000000000000002],LIST:2[INT:64:0000000000000003,INT:64:0000000000000004]]","c|c|[1, 1.0, 0],[1, 1.0, 1]|integer|as-sorted,c|[1, 1.0, 2],[1, 1.5, 1]|integer|as-sorted|integer|as-sorted"
P1_0_0_0_16,Null (declared type),null,null,null,dynamic null,null,null,null,NULL,null
P1_1_0_0_16,Null (declared type),null,null,null,Null (declared type),null,null,null,NULL,null
P1_2_0_0_16,Null (declared type),null,null,null,nullable typed variable (T?),null,null,null,NULL,null
P1_3_0_0_16,Null (declared type),null,null,null,bool,false,false,false,false,false
P1_3_0_1_16,Null (declared type),null,null,null,bool,true,true,true,true,true
P1_4_0_0_16,Null (declared type),null,null,null,int,base_42,000000000000002a,"[1, 1.3125, 5]",000000000000002a,"[1, 1.3125, 5]"
P1_4_0_1_16,Null (declared type),null,null,null,int,base_zero,0000000000000000,"[1, 0.0, 0]",0000000000000000,"[1, 0.0, 0]"
P1_4_0_2_16,Null (declared type),null,null,null,int,i64max,7fffffffffffffff,"[1, 1.9999999999999999997831595655029, 62]",7fffffffffffffff,"[1, 1.9999999999999999997831595655029, 62]"
P1_4_0_4_16,Null (declared type),null,null,null,int,p53_plus1,0020000000000001,"[1, 1.0000000000000001110223024625157, 53]",0020000000000001,"[1, 1.0000000000000001110223024625157, 53]"
P1_5_0_0_16,Null (declared type),null,null,null,BigInt,base_42,2a,"[1, 1.3125, 5]",2a,"[1, 1.3125, 5]"
P1_5_0_1_16,Null (declared type),null,null,null,BigInt,base_zero,0,"[1, 0.0, 0]",0,"[1, 0.0, 0]"
P1_5_0_2_16,Null (declared type),null,null,null,BigInt,i64max,7fffffffffffffff,"[1, 1.9999999999999999997831595655029, 62]",7fffffffffffffff,"[1, 1.9999999999999999997831595655029, 62]"
P1_5_0_3_16,Null (declared type),null,null,null,BigInt,i64max_plus1,8000000000000000,"[1, 1.0, 63]",8000000000000000,"[1, 1.0, 63]"
P1_5_0_4_16,Null (declared type),null,null,null,BigInt,p53_plus1,20000000000001,"[1, 1.0000000000000001110223024625157, 53]",20000000000001,"[1, 1.0000000000000001110223024625157, 53]"
P1_5_0_5_16,Null (declared type),null,null,null,BigInt,u64max,ffffffffffffffff,"[1, 1.9999999999999999998915797827514, 63]",ffffffffffffffff,"[1, 1.9999999999999999998915797827514, 63]"
P1_6_0_0_16,Null (declared type),null,null,null,double (whole number),base_42,4045000000000000,"[1, 1.3125, 5]",4045000000000000,"[1, 1.3125, 5]"
P1_6_0_1_16,Null (declared type),null,null,null,double (whole number),base_zero,0000000000000000,"[1, 0.0, 0]",0000000000000000,"[1, 0.0, 0]"
P1_6_0_2_16,Null (declared type),null,null,null,double (whole number),i64max,43e0000000000000,"[1, 1.0, 63]",43e0000000000000,"[1, 1.0, 63]"
P1_6_0_3_16,Null (declared type),null,null,null,double (whole number),i64max_plus1,43e0000000000000,"[1, 1.0, 63]",43e0000000000000,"[1, 1.0, 63]"
P1_6_0_4_16,Null (declared type),null,null,null,double (whole number),p53_plus1,4340000000000000,"[1, 1.0, 53]",4340000000000000,"[1, 1.0, 53]"
P1_6_0_5_16,Null (declared type),null,null,null,double (whole number),u64max,43f0000000000000,"[1, 1.0, 64]",43f0000000000000,"[1, 1.0, 64]"
P1_7_0_0_16,Null (declared type),null,null,null,double,base_1_5,3ff8000000000000,"[1, 1.5, 0]",3ff8000000000000,"[1, 1.5, 0]"
P1_7_0_1_16,Null (declared type),null,null,null,double,base_pi,400921fb54442d18,"[1, 1.5707963267948965579989817342721, 1]",400921fb54442d18,"[1, 1.5707963267948965579989817342721, 1]"
P1_7_0_2_16,Null (declared type),null,null,null,double,inf,7ff0000000000000,"[1, inf]",7ff0000000000000,"[1, inf]"
P1_7_0_3_16,Null (declared type),null,null,null,double,nan,7ff8000000000000,nan,fff8000000000000,nan
P1_7_0_4_16,Null (declared type),null,null,null,double,negzero,8000000000000000,"[-1, 0.0, 0]",8000000000000000,"[-1, 0.0, 0]"
P1_7_0_5_16,Null (declared type),null,null,null,double,point1,3fb999999999999a,"[1, 1.6000000000000000888178419700125, -4]",3fb999999999999a,"[1, 1.6000000000000000888178419700125, -4]"
P1_8_0_0_16,Null (declared type),null,null,null,num,base_1_5,3ff8000000000000,"[1, 1.5, 0]",3ff8000000000000,"[1, 1.5, 0]"
P1_8_0_1_16,Null (declared type),null,null,null,num,base_pi,400921fb54442d18,"[1, 1.5707963267948965579989817342721, 1]",400921fb54442d18,"[1, 1.5707963267948965579989817342721, 1]"
P1_8_0_2_16,Null (declared type),null,null,null,num,inf,7ff0000000000000,"[1, inf]",7ff0000000000000,"[1, inf]"
P1_8_0_3_16,Null (declared type),null,null,null,num,nan,7ff8000000000000,nan,fff8000000000000,nan
P1_8_0_4_16,Null (declared type),null,null,null,num,negzero,8000000000000000,"[-1, 0.0, 0]",8000000000000000,"[-1, 0.0, 0]"
P1_8_0_5_16,Null (declared type),null,null,null,num,point1,3fb999999999999a,"[1, 1.6000000000000000888178419700125, -4]",3fb999999999999a,"[1, 1.6000000000000000888178419700125, -4]"
P1_9_0_0_16,Null (declared type),null,null,null,String,base_empty,,t||0|0|0,0:0:,t||0|0|0
P1_9_0_1_16,Null (declared type),null,null,null,String,base_hello,68656c6c6f,t|68656c6c6f|5|5|5,5:5:68656c6c6f,t|68656c6c6f|5|5|5
P1_9_0_2_16,Null (declared type),null,null,null,String,base_lines,6c696e65206f6e650a6c696e652074776f,t|6c696e65206f6e650a6c696e652074776f|17|17|17,17:17:6c696e65206f6e650a6c696e652074776f,t|6c696e65206f6e650a6c696e652074776f|17|17|17
P1_9_0_3_16,Null (declared type),null,null,null,String,clef,f09d849e,t|f09d849e|4|1|1,2:4:f09d849e,t|f09d849e|4|1|1
P1_9_0_4_16,Null (declared type),null,null,null,String,eacute,c3a9,t|c3a9|2|1|1,1:2:c3a9,t|c3a9|2|1|1
P1_9_0_5_16,Null (declared type),null,null,null,String,escapes,71756f74652022206261636b736c617368205c207461620968657265,t|71756f74652022206261636b736c617368205c207461620968657265|28|28|28,28:28:71756f74652022206261636b736c617368205c207461620968657265,t|71756f74652022206261636b736c617368205c207461620968657265|28|28|28
P1_10_0_0_16,Null (declared type),null,null,null,List<int> (code units),base_empty,,t||0|0|0,0[],c||empty|as-sorted
P1_10_0_1_16,Null (declared type),null,null,null,List<int> (code units),base_hello,68656c6c6f,t|68656c6c6f|5|5|5,"5[INT:64:0000000000000068,INT:64:0000000000000065,INT:64:000000000000006c,INT:64:000000000000006c,INT:64:000000000000006f]","c|[1, 1.578125, 6],[1, 1.625, 6],[1, 1.6875, 6],[1, 1.6875, 6],[1, 1.734375, 6]|integer|reordered"
P1_10_0_2_16,Null (declared type),null,null,null,List<int> (code units),base_lines,6c696e65206f6e650a6c696e652074776f,t|6c696e65206f6e650a6c696e652074776f|17|17|17,"17[INT:64:000000000000006c,INT:64:0000000000000069,INT:64:000000000000006e,INT:64:0000000000000065,INT:64:0000000000000020,INT:64:000000000000006f,INT:64:000000000000006e,INT:64:0000000000000065,INT:64:000000000000000a,INT:64:000000000000006c,INT:64:0000000000000069,INT:64:000000000000006e,INT:64:0000000000000065,INT:64:0000000000000020,INT:64:0000000000000074,INT:64:0000000000000077,INT:64:000000000000006f]","c|[1, 1.0, 5],[1, 1.0, 5],[1, 1.25, 3],[1, 1.578125, 6],[1, 1.578125, 6],[1, 1.578125, 6],[1, 1.640625, 6],[1, 1.640625, 6],[1, 1.6875, 6],[1, 1.6875, 6],[1, 1.71875, 6],[1, 1.71875, 6],[1, 1.71875, 6],[1, 1.734375, 6],[1, 1.734375, 6],[1, 1.8125, 6],[1, 1.859375, 6]|integer|reordered"
P1_10_0_3_16,Null (declared type),null,null,null,List<int> (code units),clef,f09d849e,t|f09d849e|4|1|1,"2[INT:64:000000000000d834,INT:64:000000000000dd1e]","c|[1, 1.6890869140625, 15],[1, 1.72747802734375, 15]|integer|as-sorted"
P1_10_0_4_16,Null (declared type),null,null,null,List<int> (code units),eacute,c3a9,t|c3a9|2|1|1,1[INT:64:00000000000000e9],"c|[1, 1.8203125, 7]|integer|as-sorted"
P1_10_0_5_16,Null (declared type),null,null,null,List<int> (code units),escapes,71756f74652022206261636b736c617368205c207461620968657265,t|71756f74652022206261636b736c617368205c207461620968657265|28|28|28,"28[INT:64:0000000000000071,INT:64:0000000000000075,INT:64:000000000000006f,INT:64:0000000000000074,INT:64:0000000000000065,INT:64:0000000000000020,INT:64:0000000000000022,INT:64:0000000000000020,INT:64:0000000000000062,INT:64:0000000000000061,INT:64:0000000000000063,INT:64:000000000000006b,INT:64:0000000000000073,INT:64:000000000000006c,INT:64:0000000000000061,INT:64:0000000000000073,INT:64:0000000000000068,INT:64:0000000000000020,INT:64:000000000000005c,INT:64:0000000000000020,INT:64:0000000000000074,INT:64:0000000000000061,INT:64:0000000000000062,INT:64:0000000000000009,INT:64:0000000000000068,INT:64:0000000000000065,INT:64:0000000000000072,INT:64:0000000000000065]","c|[1, 1.0, 5],[1, 1.0, 5],[1, 1.0, 5],[1, 1.0, 5],[1, 1.0625, 5],[1, 1.125, 3],[1, 1.4375, 6],[1, 1.515625, 6],[1, 1.515625, 6],[1, 1.515625, 6],[1, 1.53125, 6],[1, 1.53125, 6],[1, 1.546875, 6],[1, 1.578125, 6],[1, 1.578125, 6],[1, 1.578125, 6],[1, 1.625, 6],[1, 1.625, 6],[1, 1.671875, 6],[1, 1.6875, 6],[1, 1.734375, 6],[1, 1.765625, 6],[1, 1.78125, 6],[1, 1.796875, 6],[1, 1.796875, 6],[1, 1.8125, 6],[1, 1.8125, 6],[1, 1.828125, 6]|integer|reordered"
P1_11_0_0_16,Null (declared type),null,null,null,Runes,base_empty,,t||0|0|0,0[],c||empty|as-sorted
P1_11_0_1_16,Null (declared type),null,null,null,Runes,base_hello,68656c6c6f,t|68656c6c6f|5|5|5,"5[INT:64:0000000000000068,INT:64:0000000000000065,INT:64:000000000000006c,INT:64:000000000000006c,INT:64:000000000000006f]","c|[1, 1.578125, 6],[1, 1.625, 6],[1, 1.6875, 6],[1, 1.6875, 6],[1, 1.734375, 6]|integer|reordered"
P1_11_0_2_16,Null (declared type),null,null,null,Runes,base_lines,6c696e65206f6e650a6c696e652074776f,t|6c696e65206f6e650a6c696e652074776f|17|17|17,"17[INT:64:000000000000006c,INT:64:0000000000000069,INT:64:000000000000006e,INT:64:0000000000000065,INT:64:0000000000000020,INT:64:000000000000006f,INT:64:000000000000006e,INT:64:0000000000000065,INT:64:000000000000000a,INT:64:000000000000006c,INT:64:0000000000000069,INT:64:000000000000006e,INT:64:0000000000000065,INT:64:0000000000000020,INT:64:0000000000000074,INT:64:0000000000000077,INT:64:000000000000006f]","c|[1, 1.0, 5],[1, 1.0, 5],[1, 1.25, 3],[1, 1.578125, 6],[1, 1.578125, 6],[1, 1.578125, 6],[1, 1.640625, 6],[1, 1.640625, 6],[1, 1.6875, 6],[1, 1.6875, 6],[1, 1.71875, 6],[1, 1.71875, 6],[1, 1.71875, 6],[1, 1.734375, 6],[1, 1.734375, 6],[1, 1.8125, 6],[1, 1.859375, 6]|integer|reordered"
P1_11_0_3_16,Null (declared type),null,null,null,Runes,clef,f09d849e,t|f09d849e|4|1|1,1[INT:64:000000000001d11e],"c|[1, 1.816864013671875, 16]|integer|as-sorted"
P1_11_0_4_16,Null (declared type),null,null,null,Runes,eacute,c3a9,t|c3a9|2|1|1,1[INT:64:00000000000000e9],"c|[1, 1.8203125, 7]|integer|as-sorted"
P1_11_0_5_16,Null (declared type),null,null,null,Runes,escapes,71756f74652022206261636b736c617368205c207461620968657265,t|71756f74652022206261636b736c617368205c207461620968657265|28|28|28,"28[INT:64:0000000000000071,INT:64:0000000000000075,INT:64:000000000000006f,INT:64:0000000000000074,INT:64:0000000000000065,INT:64:0000000000000020,INT:64:0000000000000022,INT:64:0000000000000020,INT:64:0000000000000062,INT:64:0000000000000061,INT:64:0000000000000063,INT:64:000000000000006b,INT:64:0000000000000073,INT:64:000000000000006c,INT:64:0000000000000061,INT:64:0000000000000073,INT:64:0000000000000068,INT:64:0000000000000020,INT:64:000000000000005c,INT:64:0000000000000020,INT:64:0000000000000074,INT:64:0000000000000061,INT:64:0000000000000062,INT:64:0000000000000009,INT:64:0000000000000068,INT:64:0000000000000065,INT:64:0000000000000072,INT:64:0000000000000065]","c|[1, 1.0, 5],[1, 1.0, 5],[1, 1.0, 5],[1, 1.0, 5],[1, 1.0625, 5],[1, 1.125, 3],[1, 1.4375, 6],[1, 1.515625, 6],[1, 1.515625, 6],[1, 1.515625, 6],[1, 1.53125, 6],[1, 1.53125, 6],[1, 1.546875, 6],[1, 1.578125, 6],[1, 1.578125, 6],[1, 1.578125, 6],[1, 1.625, 6],[1, 1.625, 6],[1, 1.671875, 6],[1, 1.6875, 6],[1, 1.734375, 6],[1, 1.765625, 6],[1, 1.78125, 6],[1, 1.796875, 6],[1, 1.796875, 6],[1, 1.8125, 6],[1, 1.8125, 6],[1, 1.828125, 6]|integer|reordered"
P1_12_0_0_16,Null (declared type),null,null,null,StringBuffer,base_empty,,t||0|0|0,OPAQUE,opaque:OPAQUE
P1_12_0_1_16,Null (declared type),null,null,null,StringBuffer,base_hello,68656c6c6f,t|68656c6c6f|5|5|5,68656c6c6f,opaque:OPAQUE:68656c6c6f
P1_12_0_2_16,Null (declared type),null,null,null,StringBuffer,base_lines,6c696e65206f6e650a6c696e652074776f,t|6c696e65206f6e650a6c696e652074776f|17|17|17,6c696e65206f6e650a6c696e652074776f,opaque:OPAQUE:6c696e65206f6e650a6c696e652074776f
P1_12_0_3_16,Null (declared type),null,null,null,StringBuffer,clef,f09d849e,t|f09d849e|4|1|1,f09d849e,opaque:OPAQUE:f09d849e
P1_12_0_4_16,Null (declared type),null,null,null,StringBuffer,eacute,c3a9,t|c3a9|2|1|1,c3a9,opaque:OPAQUE:c3a9
P1_12_0_5_16,Null (declared type),null,null,null,StringBuffer,escapes,71756f74652022206261636b736c617368205c207461620968657265,t|71756f74652022206261636b736c617368205c207461620968657265|28|28|28,71756f74652022206261636b736c617368205c207461620968657265,opaque:OPAQUE:71756f74652022206261636b736c617368205c207461620968657
P1_13_0_0_16,Null (declared type),null,null,null,List<T>,base,"[1, 2, 3]","c|[1, 1.0, 0],[1, 1.0, 1],[1, 1.5, 1]|integer|as-sorted","3[INT:64:0000000000000001,INT:64:0000000000000002,INT:64:0000000000000003]","c|[1, 1.0, 0],[1, 1.0, 1],[1, 1.5, 1]|integer|as-sorted"
P1_13_0_2_16,Null (declared type),null,null,null,List<T>,empty,[],c||empty|as-sorted,0[],c||empty|as-sorted
P1_13_0_3_16,Null (declared type),null,null,null,List<T>,mixed,"[1, 'two', 3.0, True, None]","c|[1, 1.0, 0],[1, 1.5, 1],null,true,t|74776f|3|3|3|integer|reordered","5[INT:64:0000000000000001,STR:3:3:74776f,FLOAT:64:4008000000000000,BOOL:true,NULL]","c|[1, 1.0, 0],[1, 1.5, 1],null,true,t|74776f|3|3|3|integer|reordered"
P1_13_0_4_16,Null (declared type),null,null,null,List<T>,strs,"['a', 'b']","c|t|61|1|1|1,t|62|1|1|1|integer|as-sorted","2[STR:1:1:61,STR:1:1:62]","c|t|61|1|1|1,t|62|1|1|1|integer|as-sorted"
P1_14_0_0_16,Null (declared type),null,null,null,fixed-length List,base,"[1, 2, 3]","c|[1, 1.0, 0],[1, 1.0, 1],[1, 1.5, 1]|integer|as-sorted","3[INT:64:0000000000000001,INT:64:0000000000000002,INT:64:0000000000000003]","c|[1, 1.0, 0],[1, 1.0, 1],[1, 1.5, 1]|integer|as-sorted"
P1_14_0_2_16,Null (declared type),null,null,null,fixed-length List,empty,[],c||empty|as-sorted,0[],c||empty|as-sorted
P1_14_0_3_16,Null (declared type),null,null,null,fixed-length List,mixed,"[1, 'two', 3.0, True, None]","c|[1, 1.0, 0],[1, 1.5, 1],null,true,t|74776f|3|3|3|integer|reordered","5[INT:64:0000000000000001,STR:3:3:74776f,FLOAT:64:4008000000000000,BOOL:true,NULL]","c|[1, 1.0, 0],[1, 1.5, 1],null,true,t|74776f|3|3|3|integer|reordered"
P1_14_0_4_16,Null (declared type),null,null,null,fixed-length List,strs,"['a', 'b']","c|t|61|1|1|1,t|62|1|1|1|integer|as-sorted","2[STR:1:1:61,STR:1:1:62]","c|t|61|1|1|1,t|62|1|1|1|integer|as-sorted"
P1_15_0_0_16,Null (declared type),null,null,null,Set<T>,base,"[1, 2, 3]","c|[1, 1.0, 0],[1, 1.0, 1],[1, 1.5, 1]|integer|as-sorted","3[INT:64:0000000000000001,INT:64:0000000000000002,INT:64:0000000000000003]","c|[1, 1.0, 0],[1, 1.0, 1],[1, 1.5, 1]|integer|as-sorted"
P1_15_0_2_16,Null (declared type),null,null,null,Set<T>,empty,[],c||empty|as-sorted,0[],c||empty|as-sorted
P1_15_0_3_16,Null (declared type),null,null,null,Set<T>,mixed,"[1, 'two', 3.0, True, None]","c|[1, 1.0, 0],[1, 1.5, 1],null,true,t|74776f|3|3|3|integer|reordered","5[BOOL:true,FLOAT:64:4008000000000000,INT:64:0000000000000001,NULL,STR:3:3:74776f]","c|[1, 1.0, 0],[1, 1.5, 1],null,true,t|74776f|3|3|3|integer|reordered"
P1_15_0_4_16,Null (declared type),null,null,null,Set<T>,strs,"['a', 'b']","c|t|61|1|1|1,t|62|1|1|1|integer|as-sorted","2[STR:1:1:61,STR:1:1:62]","c|t|61|1|1|1,t|62|1|1|1|integer|as-sorted"
P1_16_0_0_16,Null (declared type),null,null,null,Iterable (List.unmodifiable),base,"[1, 2, 3]","c|[1, 1.0, 0],[1, 1.0, 1],[1, 1.5, 1]|integer|as-sorted","3[INT:64:0000000000000001,INT:64:0000000000000002,INT:64:0000000000000003]","c|[1, 1.0, 0],[1, 1.0, 1],[1, 1.5, 1]|integer|as-sorted"
P1_16_0_2_16,Null (declared type),null,null,null,Iterable (List.unmodifiable),empty,[],c||empty|as-sorted,0[],c||empty|as-sorted
P1_16_0_3_16,Null (declared type),null,null,null,Iterable (List.unmodifiable),mixed,"[1, 'two', 3.0, True, None]","c|[1, 1.0, 0],[1, 1.5, 1],null,true,t|74776f|3|3|3|integer|reordered","5[INT:64:0000000000000001,STR:3:3:74776f,FLOAT:64:4008000000000000,BOOL:true,NULL]","c|[1, 1.0, 0],[1, 1.5, 1],null,true,t|74776f|3|3|3|integer|reordered"
P1_16_0_4_16,Null (declared type),null,null,null,Iterable (List.unmodifiable),strs,"['a', 'b']","c|t|61|1|1|1,t|62|1|1|1|integer|as-sorted","2[STR:1:1:61,STR:1:1:62]","c|t|61|1|1|1,t|62|1|1|1|integer|as-sorted"
P1_17_0_0_16,Null (declared type),null,null,null,record,base,"[1, 2, 3]","c|[1, 1.0, 0],[1, 1.0, 1],[1, 1.5, 1]|integer|as-sorted",28312c20322c203329,opaque:OPAQUE:28312c20322c203329
P1_17_0_2_16,Null (declared type),null,null,null,record,empty,[],c||empty|as-sorted,2829,opaque:OPAQUE:2829
P1_17_0_3_16,Null (declared type),null,null,null,record,mixed,"[1, 'two', 3.0, True, None]","c|[1, 1.0, 0],[1, 1.5, 1],null,true,t|74776f|3|3|3|integer|reordered",28312c2074776f2c20332e302c20747275652c206e756c6c29,opaque:OPAQUE:28312c2074776f2c20332e302c20747275652c206e756c6c29
P1_17_0_4_16,Null (declared type),null,null,null,record,strs,"['a', 'b']","c|t|61|1|1|1,t|62|1|1|1|integer|as-sorted",28612c206229,opaque:OPAQUE:28612c206229
P1_18_0_0_16,Null (declared type),null,null,null,"Map<String,V>",empty,{},c||empty|not-applicable,0[],c||empty|not-applicable
P1_18_0_1_16,Null (declared type),null,null,null,"Map<String,V>",emptykey,{'': 'empty-string key'},c|t|656d7074792d737472696e67206b6579|16|16|16|text|not-applicable,1[STR:0:0:=>STR:16:16:656d7074792d737472696e67206b6579],c|t|656d7074792d737472696e67206b6579|16|16|16|text|not-applicable
P1_18_0_2_16,Null (declared type),null,null,null,"Map<String,V>",flat,"{'a': 1, 'b': 2, 'c': 3}","c|[1, 1.0, 0],[1, 1.0, 1],[1, 1.5, 1]|text|not-applicable","3[STR:1:1:61=>INT:64:0000000000000001,STR:1:1:62=>INT:64:0000000000000002,STR:1:1:63=>INT:64:0000000000000003]","c|[1, 1.0, 0],[1, 1.0, 1],[1, 1.5, 1]|text|not-applicable"
P1_18_0_3_16,Null (declared type),null,null,null,"Map<String,V>",intlike,"{'1': 'string-one-key', 'b': 2}","c|[1, 1.0, 1],t|737472696e672d6f6e652d6b6579|14|14|14|text|not-applicable","2[STR:1:1:31=>STR:14:14:737472696e672d6f6e652d6b6579,STR:1:1:62=>INT:64:0000000000000002]","c|[1, 1.0, 1],t|737472696e672d6f6e652d6b6579|14|14|14|text|not-applicable"
P1_18_0_4_16,Null (declared type),null,null,null,"Map<String,V>",nested,"{'outer': {'inner': [1, 2]}}","c|c|c|[1, 1.0, 0],[1, 1.0, 1]|integer|as-sorted|text|not-applicable|text|not-applicable","1[STR:5:5:6f75746572=>MAP:1[STR:5:5:696e6e6572=>LIST:2[INT:64:0000000000000001,INT:64:0000000000000002]]]","c|c|c|[1, 1.0, 0],[1, 1.0, 1]|integer|as-sorted|text|not-applicable|text|not-applicable"
P1_19_0_0_16,Null (declared type),null,null,null,LinkedHashMap,empty,{},c||empty|not-applicable,0[],c||empty|not-applicable
P1_19_0_1_16,Null (declared type),null,null,null,LinkedHashMap,emptykey,{'': 'empty-string key'},c|t|656d7074792d737472696e67206b6579|16|16|16|text|not-applicable,1[STR:0:0:=>STR:16:16:656d7074792d737472696e67206b6579],c|t|656d7074792d737472696e67206b6579|16|16|16|text|not-applicable
P1_19_0_2_16,Null (declared type),null,null,null,LinkedHashMap,flat,"{'a': 1, 'b': 2, 'c': 3}","c|[1, 1.0, 0],[1, 1.0, 1],[1, 1.5, 1]|text|not-applicable","3[STR:1:1:61=>INT:64:0000000000000001,STR:1:1:62=>INT:64:0000000000000002,STR:1:1:63=>INT:64:0000000000000003]","c|[1, 1.0, 0],[1, 1.0, 1],[1, 1.5, 1]|text|not-applicable"
P1_19_0_3_16,Null (declared type),null,null,null,LinkedHashMap,intlike,"{'1': 'string-one-key', 'b': 2}","c|[1, 1.0, 1],t|737472696e672d6f6e652d6b6579|14|14|14|text|not-applicable","2[STR:1:1:31=>STR:14:14:737472696e672d6f6e652d6b6579,STR:1:1:62=>INT:64:0000000000000002]","c|[1, 1.0, 1],t|737472696e672d6f6e652d6b6579|14|14|14|text|not-applicable"
P1_19_0_4_16,Null (declared type),null,null,null,LinkedHashMap,nested,"{'outer': {'inner': [1, 2]}}","c|c|c|[1, 1.0, 0],[1, 1.0, 1]|integer|as-sorted|text|not-applicable|text|not-applicable","1[STR:5:5:6f75746572=>MAP:1[STR:5:5:696e6e6572=>LIST:2[INT:64:0000000000000001,INT:64:0000000000000002]]]","c|c|c|[1, 1.0, 0],[1, 1.0, 1]|integer|as-sorted|text|not-applicable|text|not-applicable"
P1_20_0_0_16,Null (declared type),null,null,null,SplayTreeMap,empty,{},c||empty|not-applicable,0[],c||empty|not-applicable
P1_20_0_1_16,Null (declared type),null,null,null,SplayTreeMap,emptykey,{'': 'empty-string key'},c|t|656d7074792d737472696e67206b6579|16|16|16|text|not-applicable,1[STR:0:0:=>STR:16:16:656d7074792d737472696e67206b6579],c|t|656d7074792d737472696e67206b6579|16|16|16|text|not-applicable
P1_20_0_2_16,Null (declared type),null,null,null,SplayTreeMap,flat,"{'a': 1, 'b': 2, 'c': 3}","c|[1, 1.0, 0],[1, 1.0, 1],[1, 1.5, 1]|text|not-applicable","3[STR:1:1:61=>INT:64:0000000000000001,STR:1:1:62=>INT:64:0000000000000002,STR:1:1:63=>INT:64:0000000000000003]","c|[1, 1.0, 0],[1, 1.0, 1],[1, 1.5, 1]|text|not-applicable"
